Test Case, Status, error
test_remove_ip_from_nic_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T09:49:51+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'26512d80-4d0c-4d76-a57e-0b303725293c', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_add_PF_rule_1_ISOLATED, PASSED, None
test_add_PF_rule_2_SHARED, PASSED, None
test_add_PF_rule_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T10:01:54+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'7cb73293-fc1b-447e-bc10-931c79aa37e0', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_add_static_nat_rule_1_ISOLATED, PASSED, None
test_add_static_nat_rule_2_SHARED, PASSED, None
test_add_static_nat_rule_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T10:13:53+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'aafc4a0c-fbec-4002-94a1-b56eebfd18e2', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_delete_PF_nat_rule_1_ISOLATED, PASSED, None
test_delete_PF_nat_rule_2_SHARED, PASSED, None
test_delete_PF_nat_rule_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T10:23:13+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'c9ced576-14f0-48b3-b18c-af44e6427963', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_disable_static_nat_1_ISOLATED, PASSED, None
test_disable_static_nat_2_SHARED, PASSED, None
test_disable_static_nat_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T10:32:40+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'9546b774-e97b-4005-890d-af3408851301', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_disassociate_ip_mapped_to_secondary_ip_through_PF_rule_1_ISOLATED, PASSED, None
test_disassociate_ip_mapped_to_secondary_ip_through_PF_rule_2_SHARED, PASSED, None
test_disassociate_ip_mapped_to_secondary_ip_through_PF_rule_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T10:40:39+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'e19e4ea4-336d-4cff-a5ec-e5183fdf16cc', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_delete_vm_1_ISOLATED, PASSED, None
test_delete_vm_2_SHARED, PASSED, None
test_delete_vm_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T10:51:10+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'24e22184-e306-48f9-88d6-8a9aac3820c1', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_network_restart_cleanup_false_1_ISOLATED, PASSED, None
test_network_restart_cleanup_false_2_SHARED, PASSED, None
test_network_restart_cleanup_false_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T11:06:19+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'c1b96042-1290-4d84-b381-1dc6995b3d7a', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_network_restart_cleanup_true_1_ISOLATED, PASSED, None
test_network_restart_cleanup_true_2_SHARED, PASSED, None
test_network_restart_cleanup_true_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T11:19:43+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'77531263-d413-45b8-8c3f-8610d0990d43', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_reboot_router_VM_1_ISOLATED, PASSED, None
test_reboot_router_VM_2_SHARED, PASSED, None
test_reboot_router_VM_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T11:34:44+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'22a43be9-b9e2-44b4-b768-cd25f251c7f3', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_recover_vm_1_ISOLATED, PASSED, None
test_recover_vm_2_SHARED, PASSED, None
test_recover_vm_3_VPC, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T11:43:25+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'bb33b275-f219-4a65-926a-609d97400373', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=multiple_ips_per_n
test_01_network_off_without_conserve_mode, PASSED, None
test_02_network_off_with_conserve_mode, PASSED, None
test_03_network_off_CS5332, PASSED, None
test_04_network_without_domain_CS19303, PASSED, None
test_create_network_with_snat, PASSED, None
test_01_add_non_contiguous_ranges, PASSED, None
test_02_add_existing_vlan_range, PASSED, None
test_03_extend_contiguous_range, PASSED, None
test_04_remove_unused_range, PASSED, None
test_05_remove_used_range, PASSED, None
test_assign_vm_different_account_VR_1_VR, PASSED, None
test_assign_vm_different_account_VR_2_RVR, PASSED, None
test_assign_vm_different_account_VR_3_LB_NS, SKIPPED, None
test_change_persistent_network_to_non_persistent, PASSED, None
test_delete_account, PASSED, None
test_list_persistent_network_offering, PASSED, None
test_network_state_after_destroying_vms, PASSED, None
test_persistent_network_offering_with_VPCVR_services, PASSED, None
test_persistent_network_with_RVR, FIXED, None
test_pf_nat_rule_persistent_network_1_LB_VR, PASSED, None
test_pf_nat_rule_persistent_network_2_LB_Netscaler, SKIPPED, None
test_shared_network_offering_with_persistent, PASSED, None
test_upgrade_network_NS_to_persistent_NS, SKIPPED, None
test_upgrade_network_VR_to_PersistentRVR, FIXED, None
test_upgrade_to_persistent_services_VR_1_LB_VR, PASSED, None
test_upgrade_to_persistent_services_VR_2_LB_NS, SKIPPED, None
test_vm_deployment_persistent_and_non_persistent_networks, FIXED, None
test_vm_deployment_two_persistent_networks, PASSED, None
test_account_operations_1_locked, PASSED, None
test_account_operations_2_disabled, PASSED, None
test_project_operations, PASSED, None
test_cleanup_persistent_network_1_true, FAILED, Exception while SSHing to VM 37e8574b-ebe5-4a5c-be24-7f121261dd44 with IP 10.81.39.164   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=persistent_network
test_cleanup_persistent_network_2_false, FAILED, Exception while SSHing to VM 8e74dc23-c2c7-4371-bf55-fa04c49ff3e2 with IP 10.81.39.164   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=persistent_network
test_cleanup_persistent_network_lb_netscaler_1_true, SKIPPED, None
test_cleanup_persistent_network_lb_netscaler_2_false, SKIPPED, None
test_vpc_delete_account, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T07:31:41+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'6e51984b-aebe-4e7e-9c95-8330fa8e760b', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=persistent_network
test_vpc_force_delete_domain, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T07:31:52+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'89c3a0af-0220-4789-8ef9-89594e2beabf', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=persistent_network
test_vpc_network_life_cycle_1_delete, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T07:32:13+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'5fbf1484-48c2-4e21-8877-58e0ecd1902c', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=persistent_network
test_vpc_network_life_cycle_2_restart, FAILED, Job failed: {jobprocstatus : 0, created : u'2014-10-05T07:32:24+0000', jobresult : {errorcode : 530, errortext : u'Failed to create VPC'}, cmd : u'org.apache.cloudstack.api.command.admin.vpc.CreateVPCCmdByAdmin', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'3591d9eb-f4fc-4ff2-a155-6be83a8f319c', jobresultcode : 530, jobresulttype : u'object', jobinstancetype : u'None', accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=persistent_network
test_vpc_private_gateway_static_route, SKIPPED, None
runTest, FAILED, sequence item 0: expected string, NoneType found   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=portable_ip
ContextSuite context=TestProjectCreationNegative>:setup, SKIPPED, None
test_add_user_to_project, PASSED, None
ContextSuite context=TestProjectInviteRequiredTrue>:setup, SKIPPED, None
ContextSuite context=TestProjectInviteTimeout>:setup, SKIPPED, None
test_admin_project_creation, PASSED, None
test_maxAccountNetworks, PASSED, None
test_01_project_limits, PASSED, None
test_02_project_limits_normal_user, PASSED, None
test_03_vm_per_project, PASSED, None
test_04_publicip_per_project, PASSED, None
test_05_snapshots_per_project, FAILED, Exception not raised   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=project_limits
test_06_volumes_per_project, PASSED, None
test_07_templates_per_project, FAILED, Exception not raised   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=project_limits
test_03_network_create, PASSED, None
test_01_service_offerings, PASSED, None
test_02_project_disk_offerings, PASSED, None
test_07_associate_public_ip, PASSED, None
test_06_create_snapshots_in_project, FAILED, Check Snapshot state is in one of the mentioned possible states,                                     It is currently: Error   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=project_resources
test_04_public_template_use_in_project, PASSED, None
test_05_use_private_template_in_project, PASSED, None
test_01_ISO_usage, PASSED, None
test_01_lb_usage, PASSED, None
test_01_nat_usage, PASSED, None
test_01_public_ip_usage, PASSED, None
test_01_snapshot_usage, FAILED, Check SNAPSHOT.CREATE event in events table   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=project_usage
test_01_template_usage, FAILED, Check TEMPLATE.CREATE event in events table   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=project_usage
test_01_vm_usage, PASSED, None
test_01_volume_usage, PASSED, None
test_01_vpn_usage, PASSED, None
test_02_cross_domain_account_add, PASSED, None
test_03_delete_account_with_project, PASSED, None
test_04_delete_domain_with_project, PASSED, None
test_01_create_multiple_projects_by_account, PASSED, None
test_05_user_project_owner_promotion, PASSED, None
test_06_max_one_project_owner, PASSED, None
test_07_project_resources_account_delete, PASSED, None
test_08_cleanup_after_project_delete, PASSED, None
test_09_project_suspend, PASSED, None
test_10_project_activation, PASSED, None
test_01_multiple_domains_primary_storage_limits, PASSED, None
test_02_multiple_domains_primary_storage_limits, PASSED, None
test_03_multiple_domains_multiple_volumes, FIXED, None
test_04_create_template_snapshot, FAILED, Failed with exception : Execute cmd: listsnapshots failed, due to: errorCode: 431, errorText:Unable to execute API command listsnapshots due to invalid value. Invalid parameter id value=584c4a39-dff9-4095-910a-0157bdf93bac due to incorrect long value format, or entity does not exist or due to incorrect parameter annotation for the field in api cmd class.   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ps_domain_limits
test_05_assign_virtual_machine_different_domain, PASSED, None
test_06_destroy_recover_vm, PASSED, None
test_assign_vm_different_account_1_root_domain_admin, PASSED, None
test_assign_vm_different_account_2_child_domain_admin, PASSED, None
test_attach_detach_volume_1_root_domain_admin, PASSED, None
test_attach_detach_volume_2_child_domain_admin, PASSED, None
test_create_multiple_volumes_1_root_domain_admin, PASSED, None
test_create_multiple_volumes_2_child_domain_admin, PASSED, None
test_create_template_snapshot_1_root_domain_admin, FAILED, Failure in volume operation: Execute cmd: createvolume failed, due to: errorCode: 431, errorText:Snapshot id=18 is not in BackedUp state yet and can't be used for volume creation   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ps_limits
test_create_template_snapshot_2_child_domain_admin, FAILED, Execute cmd: listsnapshots failed, due to: errorCode: 431, errorText:Unable to execute API command listsnapshots due to invalid value. Invalid parameter id value=a819abe2-6cf2-428a-8fab-b8bd412637a1 due to incorrect long value format, or entity does not exist or due to incorrect parameter annotation for the field in api cmd class.   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ps_limits
test_deploy_multiple_vm_1_root_domain_admin, PASSED, None
test_deploy_multiple_vm_2_child_domain_admin, PASSED, None
test_destroy_recover_vm_1_root_domain_admin, SKIPPED, None
test_destroy_recover_vm_2_child_domain_admin, SKIPPED, None
test_stop_start_vm_1_root_domain_admin, PASSED, None
test_stop_start_vm_2_child_domain_admin, PASSED, None
test_01_deploy_vm_domain_limit_reached, FIXED, None
test_02_deploy_vm_account_limit_reached, FIXED, None
test_03_deploy_vm_project_limit_reached, FIXED, None
test_01_VM_start_stop, PASSED, None
test_02_migrate_vm, FAILED, not all arguments converted during string formatting   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ps_project_limits
test_03_delete_vm, PASSED, None
test_01_increase_volume_size_within_account_limit, FAILED, Failed with exception: Job failed: {jobprocstatus : 0, created : u'2014-10-05T10:48:00+0000', cmd : u'org.apache.cloudstack.api.command.user.volume.ResizeVolumeCmd', userid : u'b2ee26ba-b28c-42bb-a9f3-df8a088cee50', jobstatus : 2, jobid : u'131a26e4-b632-4a9e-95f7-8fcd95661d55', jobresultcode : 530, jobresulttype : u'object', jobresult : {errorcode : 432, errortext : u'CloudStack currently supports volume resize only on KVM, VMware, or XenServer.'}, accountid : u'278817b9-ae5b-4b68-8e17-a721ceab6ee7'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ps_resize_volume
test_02_increase_volume_size_above_account_limit, PASSED, None
test_03_increase_volume_size_above_domain_limit, PASSED, None
test_recurring_snapshot_data_disk, FAILED, List snapshots API call failed.   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=recurring_snapshot
test_recurring_snapshot_root_disk, FAILED, List snapshots API call failed.   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=recurring_snapshot
test_network_gc, PASSED, None
test_restart_ntwk_no_cleanup, PASSED, None
test_restart_ntwk_with_cleanup, FIXED, None
test_enableVPNOverRvR, PASSED, None
test_downgradeRvR_to_VR, PASSED, None
test_upgradeVR_to_redundantVR, PASSED, None
test_01_create_vpc_offering_with_regionlevelvpc_service_capability, PASSED, None
test_02_create_vpc_from_offering_with_regionlevelvpc_service_capability, SKIPPED, None
test_03_deploy_vms_in_vpc_with_regionlevelvpc, SKIPPED, None
test_createRegionWithExistingRegionId, PASSED, None
test_createRegionWithExistingRegionName, PASSED, None
test_updateRegion, PASSED, None
test_createAccountWithUUID, PASSED, None
test_createUserWithUUID, PASSED, None
test_createdomainWithUUID, PASSED, None
ContextSuite context=TestResetSSHKeyUserRights>:setup, FAILED, SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=reset_ssh_keypair
ContextSuite context=TestResetSSHKeypair>:setup, SKIPPED, None
test_maxAccountNetworks, PASSED, None
test_01_vm_per_account, PASSED, None
test_02_publicip_per_account, PASSED, None
test_03_snapshots_per_account, FAILED, Snapshot state is not valid, it is Error   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=resource_limits
test_03_snapshots_per_account, FAILED, Warning: Exception during cleanup : Execute cmd: deletesnapshot failed, due to: errorCode: 431, errorText:Unable to execute API command deletesnapshot due to invalid value. Invalid parameter id value=dd9ca886-117e-4eb0-a9b4-a0a0755b50fb due to incorrect long value format, or entity does not exist or due to incorrect parameter annotation for the field in api cmd class.   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=resource_limits
test_04_volumes_per_account, PASSED, None
test_05_templates_per_account, PASSED, None
test_01_publicip_per_domain, PASSED, None
test_01_vm_per_domain, PASSED, None
test_03_snapshots_per_domain, FAILED, Snapshot state is not valid, it is Error   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=resource_limits
test_03_snapshots_per_domain, FAILED, Warning: Exception during cleanup : Execute cmd: deletesnapshot failed, due to: errorCode: 431, errorText:Unable to execute API command deletesnapshot due to invalid value. Invalid parameter id value=f91481d0-df4b-4c2d-9460-5d470cdcb2c7 due to incorrect long value format, or entity does not exist or due to incorrect parameter annotation for the field in api cmd class.   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=resource_limits
test_04_volumes_per_domain, PASSED, None
test_05_templates_per_domain, FIXED, None
test_01_AdvancedZoneRouterServices, PASSED, None
test_02_NetworkGarbageCollection, PASSED, None
test_03_RouterStartOnVmDeploy, PASSED, None
test_01_RouterStopCreateFW, PASSED, None
test_01_RouterStopCreateLB, FAILED, SSH Access failed for 192.168.200.131: SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=routers
test_01_RouterStopCreatePF, FAILED, SSH Access failed for 10.81.39.161: SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=routers
runTest, FAILED, sequence item 0: expected string, NoneType found   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=shared_networks
test_02_accountSnapshotClean, FAILED, Exception occured: Execute cmd: listsnapshots failed, due to: errorCode: 431, errorText:Unable to execute API command listsnapshots due to invalid value. Invalid parameter id value=beee6d85-d54d-460f-be23-1cbaabd75aff due to incorrect long value format, or entity does not exist or due to incorrect parameter annotation for the field in api cmd class.   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshot_gc
test_04_snapshot_limit, FAILED, Check list response returns a valid list   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshot_limits
test_01_createVM_snapshotTemplate, FAILED, Execute cmd: createtemplate failed, due to: errorCode: 431, errorText:Snapshot id=6 is not in BackedUp state yet and can't be used for template creation   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshots
test_05_snapshot_events, PASSED, None
test_01_volume_from_snapshot, FAILED, SSH failed for VM: 192.168.200.162   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshots
test_02_snapshot_data_disk, FAILED, False is not true   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshots
test_03_snapshot_detachedDisk, FAILED, SSH failed for VM with IP: 10.81.39.165 - SSH connection has Failed. Waited 600s. Error is SSH Connection Failed   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshots
test_04_delete_snapshot, PASSED, None
test_07_template_from_snapshot, FAILED, SSH failed for VM with IP address: 192.168.200.162   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshots
test_01_concurrent_snapshots_live_migrate, PASSED, None
test_02_stop_vm_concurrent_snapshots, FIXED, None
test_03_concurrent_snapshots_create_template, FAILED, Check if result exists in list item call   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshots_improvem
test_04_concurrent_snapshots_create_volume, FAILED, Failed to verify snapshots created: Failed to fetch snapshots for account: test-TestSnapshotOnRootVolume-test_04_concurrent_snapshots_create_volume-PYA0J4 - List snapshots shall return a valid list   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshots_improvem
test_01_snapshot_on_rootVolume, FAILED, Snapshot state is not as expected. It is Error   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=snapshots_improvem
test_04_create_template_delete_account, FAILED, Warning: Exception during cleanup : Job failed: {jobprocstatus : 0, created : u'2014-10-05T13:33:14+0000', cmd : u'org.apache.cloudstack.api.command.admin.domain.DeleteDomainCmd', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'742c5dbd-9a33-4509-bdae-786a722857bf', jobresultcode : 530, jobresulttype : u'object', jobresult : {errorcode : 530, errortext : u"Can't delete the domain yet because it has 1 accounts to cleanup"}, accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ss_domain_limits
test_01_multiple_domains_secondary_storage_limits, FAILED, Failed with exception as ee: argument of type 'NoneType' is not iterable   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ss_domain_limits
test_01_multiple_domains_secondary_storage_limits, FAILED, Warning: Exception during cleanup : Job failed: {jobprocstatus : 0, created : u'2014-10-05T13:34:39+0000', cmd : u'org.apache.cloudstack.api.command.admin.domain.DeleteDomainCmd', userid : u'a9a6ec30-4c42-11e4-a34a-b69747f5d0e3', jobstatus : 2, jobid : u'908185e6-a9df-49c3-8363-1b2aaa7d3b06', jobresultcode : 530, jobresulttype : u'object', jobresult : {errorcode : 530, errortext : u"Can't delete the domain yet because it has 1 accounts to cleanup"}, accountid : u'a9a6e000-4c42-11e4-a34a-b69747f5d0e3'}   Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ss_domain_limits
test_02_multiple_domains_secondary_storage_counts, FAILED, Failed to get zone list: Error in downloading template: status -     Logs available at http://xenrt.hq.xensource.com/control/queue.cgi?action=testlogs&id=853936&phase=Parallel&test=ss_domain_limits
